period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,city,state
2025-06-12,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21642,megawatthours,Seattle,Washington
2025-06-11,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22494,megawatthours,Seattle,Washington
2025-06-10,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25534,megawatthours,Seattle,Washington
2025-06-09,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26694,megawatthours,Seattle,Washington
2025-06-08,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24222,megawatthours,Seattle,Washington
2025-06-07,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22832,megawatthours,Seattle,Washington
2025-06-06,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23585,megawatthours,Seattle,Washington
2025-06-05,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22318,megawatthours,Seattle,Washington
2025-06-04,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22096,megawatthours,Seattle,Washington
2025-06-03,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23381,megawatthours,Seattle,Washington
2025-06-02,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23242,megawatthours,Seattle,Washington
2025-06-01,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20979,megawatthours,Seattle,Washington
2025-05-31,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20730,megawatthours,Seattle,Washington
2025-05-30,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22635,megawatthours,Seattle,Washington
2025-05-29,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21891,megawatthours,Seattle,Washington
2025-05-28,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22950,megawatthours,Seattle,Washington
2025-05-27,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23155,megawatthours,Seattle,Washington
2025-05-26,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21879,megawatthours,Seattle,Washington
2025-05-25,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20863,megawatthours,Seattle,Washington
2025-05-24,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21207,megawatthours,Seattle,Washington
2025-05-23,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22538,megawatthours,Seattle,Washington
2025-05-22,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22290,megawatthours,Seattle,Washington
2025-05-21,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22921,megawatthours,Seattle,Washington
2025-05-20,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24282,megawatthours,Seattle,Washington
2025-05-19,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24120,megawatthours,Seattle,Washington
2025-05-18,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22889,megawatthours,Seattle,Washington
2025-05-17,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22882,megawatthours,Seattle,Washington
2025-05-16,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23634,megawatthours,Seattle,Washington
2025-05-15,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23175,megawatthours,Seattle,Washington
2025-05-14,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22886,megawatthours,Seattle,Washington
2025-05-13,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22788,megawatthours,Seattle,Washington
2025-05-12,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22683,megawatthours,Seattle,Washington
2025-05-11,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20659,megawatthours,Seattle,Washington
2025-05-10,SCL,Seattle City Light,D,Demand,Pacific,Pacific,20574,megawatthours,Seattle,Washington
2025-05-09,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22317,megawatthours,Seattle,Washington
2025-05-08,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22365,megawatthours,Seattle,Washington
2025-05-07,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22085,megawatthours,Seattle,Washington
2025-05-06,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22791,megawatthours,Seattle,Washington
2025-05-05,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24178,megawatthours,Seattle,Washington
2025-05-04,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22617,megawatthours,Seattle,Washington
2025-05-03,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22348,megawatthours,Seattle,Washington
2025-05-02,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22878,megawatthours,Seattle,Washington
2025-05-01,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23053,megawatthours,Seattle,Washington
2025-04-30,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24682,megawatthours,Seattle,Washington
2025-04-29,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25228,megawatthours,Seattle,Washington
2025-04-28,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25051,megawatthours,Seattle,Washington
2025-04-27,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22496,megawatthours,Seattle,Washington
2025-04-26,SCL,Seattle City Light,D,Demand,Pacific,Pacific,21789,megawatthours,Seattle,Washington
2025-04-25,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22990,megawatthours,Seattle,Washington
2025-04-24,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22964,megawatthours,Seattle,Washington
2025-04-23,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23675,megawatthours,Seattle,Washington
2025-04-22,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24942,megawatthours,Seattle,Washington
2025-04-21,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25441,megawatthours,Seattle,Washington
2025-04-20,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22896,megawatthours,Seattle,Washington
2025-04-19,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22180,megawatthours,Seattle,Washington
2025-04-18,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23362,megawatthours,Seattle,Washington
2025-04-17,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23060,megawatthours,Seattle,Washington
2025-04-16,SCL,Seattle City Light,D,Demand,Pacific,Pacific,22975,megawatthours,Seattle,Washington
2025-04-15,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24264,megawatthours,Seattle,Washington
2025-04-14,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24877,megawatthours,Seattle,Washington
2025-04-13,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24076,megawatthours,Seattle,Washington
2025-04-12,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24347,megawatthours,Seattle,Washington
2025-04-11,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25404,megawatthours,Seattle,Washington
2025-04-10,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24347,megawatthours,Seattle,Washington
2025-04-09,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25089,megawatthours,Seattle,Washington
2025-04-08,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26880,megawatthours,Seattle,Washington
2025-04-07,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25845,megawatthours,Seattle,Washington
2025-04-06,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23678,megawatthours,Seattle,Washington
2025-04-05,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23341,megawatthours,Seattle,Washington
2025-04-04,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25210,megawatthours,Seattle,Washington
2025-04-03,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25394,megawatthours,Seattle,Washington
2025-04-02,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26267,megawatthours,Seattle,Washington
2025-04-01,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27343,megawatthours,Seattle,Washington
2025-03-31,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26039,megawatthours,Seattle,Washington
2025-03-30,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24888,megawatthours,Seattle,Washington
2025-03-29,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25059,megawatthours,Seattle,Washington
2025-03-28,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25942,megawatthours,Seattle,Washington
2025-03-27,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23928,megawatthours,Seattle,Washington
2025-03-26,SCL,Seattle City Light,D,Demand,Pacific,Pacific,23502,megawatthours,Seattle,Washington
2025-03-25,SCL,Seattle City Light,D,Demand,Pacific,Pacific,24815,megawatthours,Seattle,Washington
2025-03-24,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27397,megawatthours,Seattle,Washington
2025-03-23,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26833,megawatthours,Seattle,Washington
2025-03-22,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26896,megawatthours,Seattle,Washington
2025-03-21,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28529,megawatthours,Seattle,Washington
2025-03-20,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28760,megawatthours,Seattle,Washington
2025-03-19,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28178,megawatthours,Seattle,Washington
2025-03-18,SCL,Seattle City Light,D,Demand,Pacific,Pacific,30034,megawatthours,Seattle,Washington
2025-03-17,SCL,Seattle City Light,D,Demand,Pacific,Pacific,30390,megawatthours,Seattle,Washington
2025-03-16,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28184,megawatthours,Seattle,Washington
2025-03-15,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28386,megawatthours,Seattle,Washington
2025-03-14,SCL,Seattle City Light,D,Demand,Pacific,Pacific,29923,megawatthours,Seattle,Washington
2025-03-13,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28957,megawatthours,Seattle,Washington
2025-03-12,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28403,megawatthours,Seattle,Washington
2025-03-11,SCL,Seattle City Light,D,Demand,Pacific,Pacific,30068,megawatthours,Seattle,Washington
2025-03-10,SCL,Seattle City Light,D,Demand,Pacific,Pacific,30344,megawatthours,Seattle,Washington
2025-03-08,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27093,megawatthours,Seattle,Washington
2025-03-07,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28649,megawatthours,Seattle,Washington
2025-03-06,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27460,megawatthours,Seattle,Washington
2025-03-05,SCL,Seattle City Light,D,Demand,Pacific,Pacific,27525,megawatthours,Seattle,Washington
2025-03-04,SCL,Seattle City Light,D,Demand,Pacific,Pacific,29252,megawatthours,Seattle,Washington
2025-03-03,SCL,Seattle City Light,D,Demand,Pacific,Pacific,28238,megawatthours,Seattle,Washington
2025-03-02,SCL,Seattle City Light,D,Demand,Pacific,Pacific,26038,megawatthours,Seattle,Washington
2025-03-01,SCL,Seattle City Light,D,Demand,Pacific,Pacific,25460,megawatthours,Seattle,Washington
2025-07-26,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9431,megawatthours,Seattle,Washington
2025-07-25,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9452,megawatthours,Seattle,Washington
2025-07-24,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9745,megawatthours,Seattle,Washington
2025-07-23,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8794,megawatthours,Seattle,Washington
2025-07-22,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9042,megawatthours,Seattle,Washington
2025-07-21,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9294,megawatthours,Seattle,Washington
2025-07-20,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10098,megawatthours,Seattle,Washington
2025-07-19,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8437,megawatthours,Seattle,Washington
2025-07-18,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9258,megawatthours,Seattle,Washington
2025-07-17,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8885,megawatthours,Seattle,Washington
2025-07-16,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8444,megawatthours,Seattle,Washington
2025-07-15,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,7718,megawatthours,Seattle,Washington
2025-07-14,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8500,megawatthours,Seattle,Washington
2025-07-13,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9480,megawatthours,Seattle,Washington
2025-07-12,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10187,megawatthours,Seattle,Washington
2025-07-11,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9656,megawatthours,Seattle,Washington
2025-07-10,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10268,megawatthours,Seattle,Washington
2025-07-09,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8649,megawatthours,Seattle,Washington
2025-07-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10733,megawatthours,Seattle,Washington
2025-07-07,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10355,megawatthours,Seattle,Washington
2025-07-06,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8318,megawatthours,Seattle,Washington
2025-07-05,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9200,megawatthours,Seattle,Washington
2025-07-04,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11086,megawatthours,Seattle,Washington
2025-07-03,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12260,megawatthours,Seattle,Washington
2025-07-02,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11045,megawatthours,Seattle,Washington
2025-07-01,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12670,megawatthours,Seattle,Washington
2025-06-30,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15798,megawatthours,Seattle,Washington
2025-06-29,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10925,megawatthours,Seattle,Washington
2025-06-28,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13356,megawatthours,Seattle,Washington
2025-06-27,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11438,megawatthours,Seattle,Washington
2025-06-26,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14492,megawatthours,Seattle,Washington
2025-06-25,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11115,megawatthours,Seattle,Washington
2025-06-24,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13655,megawatthours,Seattle,Washington
2025-06-23,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11900,megawatthours,Seattle,Washington
2025-06-22,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11274,megawatthours,Seattle,Washington
2025-06-21,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12404,megawatthours,Seattle,Washington
2025-06-20,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12382,megawatthours,Seattle,Washington
2025-06-19,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11837,megawatthours,Seattle,Washington
2025-06-18,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13347,megawatthours,Seattle,Washington
2025-06-17,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16845,megawatthours,Seattle,Washington
2025-06-16,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16962,megawatthours,Seattle,Washington
2025-06-15,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17183,megawatthours,Seattle,Washington
2025-06-14,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17699,megawatthours,Seattle,Washington
2025-06-13,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17701,megawatthours,Seattle,Washington
2025-06-12,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15492,megawatthours,Seattle,Washington
2025-06-11,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12546,megawatthours,Seattle,Washington
2025-06-10,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14321,megawatthours,Seattle,Washington
2025-06-09,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,12636,megawatthours,Seattle,Washington
2025-06-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14022,megawatthours,Seattle,Washington
2025-06-07,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13688,megawatthours,Seattle,Washington
2025-06-06,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15498,megawatthours,Seattle,Washington
2025-06-05,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19286,megawatthours,Seattle,Washington
2025-06-04,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,20671,megawatthours,Seattle,Washington
2025-06-03,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,20252,megawatthours,Seattle,Washington
2025-06-02,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,20380,megawatthours,Seattle,Washington
2025-06-01,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19957,megawatthours,Seattle,Washington
2025-05-31,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19192,megawatthours,Seattle,Washington
2025-05-30,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19561,megawatthours,Seattle,Washington
2025-05-29,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15858,megawatthours,Seattle,Washington
2025-05-28,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16244,megawatthours,Seattle,Washington
2025-05-27,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16960,megawatthours,Seattle,Washington
2025-05-26,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15677,megawatthours,Seattle,Washington
2025-05-25,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18504,megawatthours,Seattle,Washington
2025-05-24,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18869,megawatthours,Seattle,Washington
2025-05-23,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19572,megawatthours,Seattle,Washington
2025-05-22,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,20554,megawatthours,Seattle,Washington
2025-05-21,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,21045,megawatthours,Seattle,Washington
2025-05-20,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,21090,megawatthours,Seattle,Washington
2025-05-19,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,21152,megawatthours,Seattle,Washington
2025-05-18,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17280,megawatthours,Seattle,Washington
2025-05-17,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,23786,megawatthours,Seattle,Washington
2025-05-16,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,25733,megawatthours,Seattle,Washington
2025-05-15,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,21377,megawatthours,Seattle,Washington
2025-05-14,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19371,megawatthours,Seattle,Washington
2025-05-13,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19632,megawatthours,Seattle,Washington
2025-05-12,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19613,megawatthours,Seattle,Washington
2025-05-11,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19290,megawatthours,Seattle,Washington
2025-05-10,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18588,megawatthours,Seattle,Washington
2025-05-09,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19509,megawatthours,Seattle,Washington
2025-05-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19574,megawatthours,Seattle,Washington
2025-05-07,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18958,megawatthours,Seattle,Washington
2025-05-06,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19449,megawatthours,Seattle,Washington
2025-05-05,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19305,megawatthours,Seattle,Washington
2025-05-04,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19909,megawatthours,Seattle,Washington
2025-05-03,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18788,megawatthours,Seattle,Washington
2025-05-02,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17092,megawatthours,Seattle,Washington
2025-05-01,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17997,megawatthours,Seattle,Washington
2025-04-30,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15095,megawatthours,Seattle,Washington
2025-04-29,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14775,megawatthours,Seattle,Washington
2025-04-28,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15159,megawatthours,Seattle,Washington
2025-04-27,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11779,megawatthours,Seattle,Washington
2025-04-26,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14248,megawatthours,Seattle,Washington
2025-04-25,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16386,megawatthours,Seattle,Washington
2025-04-24,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17165,megawatthours,Seattle,Washington
2025-04-23,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14160,megawatthours,Seattle,Washington
2025-04-22,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14922,megawatthours,Seattle,Washington
2025-04-21,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15729,megawatthours,Seattle,Washington
2025-04-20,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15340,megawatthours,Seattle,Washington
2025-04-19,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15372,megawatthours,Seattle,Washington
2025-04-18,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19083,megawatthours,Seattle,Washington
2025-04-17,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,19735,megawatthours,Seattle,Washington
2025-04-16,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17385,megawatthours,Seattle,Washington
2025-04-15,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16969,megawatthours,Seattle,Washington
2025-04-14,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16586,megawatthours,Seattle,Washington
2025-04-13,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16822,megawatthours,Seattle,Washington
2025-04-12,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16085,megawatthours,Seattle,Washington
2025-04-11,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15563,megawatthours,Seattle,Washington
2025-04-10,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,18347,megawatthours,Seattle,Washington
2025-04-09,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15907,megawatthours,Seattle,Washington
2025-04-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13102,megawatthours,Seattle,Washington
2025-04-07,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14385,megawatthours,Seattle,Washington
2025-04-06,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15873,megawatthours,Seattle,Washington
2025-04-05,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14817,megawatthours,Seattle,Washington
2025-04-04,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17156,megawatthours,Seattle,Washington
2025-04-03,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16842,megawatthours,Seattle,Washington
2025-04-02,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13132,megawatthours,Seattle,Washington
2025-04-01,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,17256,megawatthours,Seattle,Washington
2025-03-31,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,15778,megawatthours,Seattle,Washington
2025-03-30,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,16634,megawatthours,Seattle,Washington
2025-03-29,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14191,megawatthours,Seattle,Washington
2025-03-28,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,14428,megawatthours,Seattle,Washington
2025-03-27,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13007,megawatthours,Seattle,Washington
2025-03-26,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11470,megawatthours,Seattle,Washington
2025-03-25,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9799,megawatthours,Seattle,Washington
2025-03-24,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9974,megawatthours,Seattle,Washington
2025-03-23,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10714,megawatthours,Seattle,Washington
2025-03-22,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10898,megawatthours,Seattle,Washington
2025-03-21,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11697,megawatthours,Seattle,Washington
2025-03-20,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9475,megawatthours,Seattle,Washington
2025-03-19,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11833,megawatthours,Seattle,Washington
2025-03-18,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10665,megawatthours,Seattle,Washington
2025-03-17,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9476,megawatthours,Seattle,Washington
2025-03-16,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8364,megawatthours,Seattle,Washington
2025-03-15,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,8231,megawatthours,Seattle,Washington
2025-03-14,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11552,megawatthours,Seattle,Washington
2025-03-13,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11592,megawatthours,Seattle,Washington
2025-03-12,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,13171,megawatthours,Seattle,Washington
2025-03-11,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10987,megawatthours,Seattle,Washington
2025-03-10,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10749,megawatthours,Seattle,Washington
2025-03-08,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9629,megawatthours,Seattle,Washington
2025-03-07,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9083,megawatthours,Seattle,Washington
2025-03-06,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10573,megawatthours,Seattle,Washington
2025-03-05,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10922,megawatthours,Seattle,Washington
2025-03-04,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,10203,megawatthours,Seattle,Washington
2025-03-03,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,11000,megawatthours,Seattle,Washington
2025-03-02,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9428,megawatthours,Seattle,Washington
2025-03-01,SCL,Seattle City Light,NG,Net generation,Pacific,Pacific,9262,megawatthours,Seattle,Washington
2025-07-30,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,603912,megawatthours,New York,New York
2025-07-29,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,610519,megawatthours,New York,New York
2025-07-28,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,578466,megawatthours,New York,New York
2025-07-27,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,497735,megawatthours,New York,New York
2025-07-30,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,549165,megawatthours,New York,New York
2025-07-29,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,557581,megawatthours,New York,New York
2025-07-28,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,522425,megawatthours,New York,New York
