period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,city,state
2025-06-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1609959,megawatthours,Houston,Texas
2025-06-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1594402,megawatthours,Houston,Texas
2025-06-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1577424,megawatthours,Houston,Texas
2025-06-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1556901,megawatthours,Houston,Texas
2025-06-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1479755,megawatthours,Houston,Texas
2025-06-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1407728,megawatthours,Houston,Texas
2025-06-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1494536,megawatthours,Houston,Texas
2025-06-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1466280,megawatthours,Houston,Texas
2025-06-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1326795,megawatthours,Houston,Texas
2025-06-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1349409,megawatthours,Houston,Texas
2025-06-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1446184,megawatthours,Houston,Texas
2025-06-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1512008,megawatthours,Houston,Texas
2025-06-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1542814,megawatthours,Houston,Texas
2025-06-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1540018,megawatthours,Houston,Texas
2025-06-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1558028,megawatthours,Houston,Texas
2025-06-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1488771,megawatthours,Houston,Texas
2025-06-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1434459,megawatthours,Houston,Texas
2025-06-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1505889,megawatthours,Houston,Texas
2025-06-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1510121,megawatthours,Houston,Texas
2025-06-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1396345,megawatthours,Houston,Texas
2025-05-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1339133,megawatthours,Houston,Texas
2025-05-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1320531,megawatthours,Houston,Texas
2025-05-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1387867,megawatthours,Houston,Texas
2025-05-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1311095,megawatthours,Houston,Texas
2025-05-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1346311,megawatthours,Houston,Texas
2025-05-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1344864,megawatthours,Houston,Texas
2025-05-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1512448,megawatthours,Houston,Texas
2025-05-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1520807,megawatthours,Houston,Texas
2025-05-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1511983,megawatthours,Houston,Texas
2025-05-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1478856,megawatthours,Houston,Texas
2025-05-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1382622,megawatthours,Houston,Texas
2025-05-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1437151,megawatthours,Houston,Texas
2025-05-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1467257,megawatthours,Houston,Texas
2025-05-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1419442,megawatthours,Houston,Texas
2025-05-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1451373,megawatthours,Houston,Texas
2025-05-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1470392,megawatthours,Houston,Texas
2025-05-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1464920,megawatthours,Houston,Texas
2025-05-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1482292,megawatthours,Houston,Texas
2025-05-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1395742,megawatthours,Houston,Texas
2025-05-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1242959,megawatthours,Houston,Texas
2025-05-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1112412,megawatthours,Houston,Texas
2025-05-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1146976,megawatthours,Houston,Texas
2025-05-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1188992,megawatthours,Houston,Texas
2025-05-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1216837,megawatthours,Houston,Texas
2025-05-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1221006,megawatthours,Houston,Texas
2025-05-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1182776,megawatthours,Houston,Texas
2025-05-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1151822,megawatthours,Houston,Texas
2025-05-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1112078,megawatthours,Houston,Texas
2025-05-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1105959,megawatthours,Houston,Texas
2025-05-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1198016,megawatthours,Houston,Texas
2025-05-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1270303,megawatthours,Houston,Texas
2025-04-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1268209,megawatthours,Houston,Texas
2025-04-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1309069,megawatthours,Houston,Texas
2025-04-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1323819,megawatthours,Houston,Texas
2025-04-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1270821,megawatthours,Houston,Texas
2025-04-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1242288,megawatthours,Houston,Texas
2025-04-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1256501,megawatthours,Houston,Texas
2025-04-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1240716,megawatthours,Houston,Texas
2025-04-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1249686,megawatthours,Houston,Texas
2025-04-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1280596,megawatthours,Houston,Texas
2025-04-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1203414,megawatthours,Houston,Texas
2025-04-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1164313,megawatthours,Houston,Texas
2025-04-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1206502,megawatthours,Houston,Texas
2025-04-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1283826,megawatthours,Houston,Texas
2025-04-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1269757,megawatthours,Houston,Texas
2025-04-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1218437,megawatthours,Houston,Texas
2025-04-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1178319,megawatthours,Houston,Texas
2025-04-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1272661,megawatthours,Houston,Texas
2025-04-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1219633,megawatthours,Houston,Texas
2025-04-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1166309,megawatthours,Houston,Texas
2025-04-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1190306,megawatthours,Houston,Texas
2025-04-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1178533,megawatthours,Houston,Texas
2025-04-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1128619,megawatthours,Houston,Texas
2025-04-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1106234,megawatthours,Houston,Texas
2025-04-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1101862,megawatthours,Houston,Texas
2025-04-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1103017,megawatthours,Houston,Texas
2025-04-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1148242,megawatthours,Houston,Texas
2025-04-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1240545,megawatthours,Houston,Texas
2025-04-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1261337,megawatthours,Houston,Texas
2025-04-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1251896,megawatthours,Houston,Texas
2025-04-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1199867,megawatthours,Houston,Texas
2025-03-31,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1185256,megawatthours,Houston,Texas
2025-03-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1173864,megawatthours,Houston,Texas
2025-03-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1173990,megawatthours,Houston,Texas
2025-03-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1108559,megawatthours,Houston,Texas
2025-03-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1113140,megawatthours,Houston,Texas
2025-03-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1179864,megawatthours,Houston,Texas
2025-03-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1207898,megawatthours,Houston,Texas
2025-03-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1154095,megawatthours,Houston,Texas
2025-03-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1138487,megawatthours,Houston,Texas
2025-03-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1090607,megawatthours,Houston,Texas
2025-03-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1092193,megawatthours,Houston,Texas
2025-03-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1072400,megawatthours,Houston,Texas
2025-03-19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1111381,megawatthours,Houston,Texas
2025-03-18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1142457,megawatthours,Houston,Texas
2025-03-17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1115239,megawatthours,Houston,Texas
2025-03-16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1027979,megawatthours,Houston,Texas
2025-03-15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1060862,megawatthours,Houston,Texas
2025-03-14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1184770,megawatthours,Houston,Texas
2025-03-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1157474,megawatthours,Houston,Texas
2025-03-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1133372,megawatthours,Houston,Texas
2025-03-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1108907,megawatthours,Houston,Texas
2025-03-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1124589,megawatthours,Houston,Texas
2025-03-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1127286,megawatthours,Houston,Texas
2025-03-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1116479,megawatthours,Houston,Texas
2025-03-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1121855,megawatthours,Houston,Texas
2025-03-05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1088743,megawatthours,Houston,Texas
2025-03-04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1094259,megawatthours,Houston,Texas
2025-03-03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1130424,megawatthours,Houston,Texas
2025-03-02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1051763,megawatthours,Houston,Texas
2025-03-01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1059205,megawatthours,Houston,Texas
2025-07-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1545756,megawatthours,Houston,Texas
2025-07-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1583212,megawatthours,Houston,Texas
2025-07-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1661077,megawatthours,Houston,Texas
2025-07-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1641937,megawatthours,Houston,Texas
2025-07-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1634267,megawatthours,Houston,Texas
2025-07-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1626844,megawatthours,Houston,Texas
2025-07-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1575439,megawatthours,Houston,Texas
2025-07-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1573882,megawatthours,Houston,Texas
2025-07-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1569370,megawatthours,Houston,Texas
2025-07-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1574194,megawatthours,Houston,Texas
2025-07-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1594493,megawatthours,Houston,Texas
2025-07-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1571423,megawatthours,Houston,Texas
2025-07-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1503470,megawatthours,Houston,Texas
2025-07-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1426923,megawatthours,Houston,Texas
2025-07-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1495839,megawatthours,Houston,Texas
2025-07-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1543961,megawatthours,Houston,Texas
2025-07-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1523241,megawatthours,Houston,Texas
2025-07-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1467142,megawatthours,Houston,Texas
2025-07-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1492320,megawatthours,Houston,Texas
2025-07-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1501206,megawatthours,Houston,Texas
2025-07-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1408567,megawatthours,Houston,Texas
2025-07-05,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1380226,megawatthours,Houston,Texas
2025-07-04,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1390355,megawatthours,Houston,Texas
2025-07-03,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1439388,megawatthours,Houston,Texas
2025-07-02,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1511806,megawatthours,Houston,Texas
2025-07-01,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1485460,megawatthours,Houston,Texas
2025-06-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1521314,megawatthours,Houston,Texas
2025-06-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1513230,megawatthours,Houston,Texas
2025-06-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1548376,megawatthours,Houston,Texas
2025-06-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1534585,megawatthours,Houston,Texas
2025-06-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1513588,megawatthours,Houston,Texas
2025-06-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1501573,megawatthours,Houston,Texas
2025-06-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1560214,megawatthours,Houston,Texas
2025-06-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1584011,megawatthours,Houston,Texas
2025-06-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1538526,megawatthours,Houston,Texas
2025-06-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1554447,megawatthours,Houston,Texas
2025-06-20,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1610416,megawatthours,Houston,Texas
2025-06-19,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1594634,megawatthours,Houston,Texas
2025-06-18,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1579736,megawatthours,Houston,Texas
2025-06-17,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1558572,megawatthours,Houston,Texas
2025-06-16,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1479762,megawatthours,Houston,Texas
2025-06-15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1407734,megawatthours,Houston,Texas
2025-06-14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1495217,megawatthours,Houston,Texas
2025-06-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1469190,megawatthours,Houston,Texas
